mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,cluster
1,french soundtrack,0.7673165458937198,0.4117692480225089,162330.58805940434,0.3256167907575516,0.405311140179328,0.1984385097149227,-14.986727207092418,0.0514958061262409,110.61370192440408,0.3642702037213993,23.40889870998567,9,5
1,italo dance,0.1501638962962962,0.7480259259259261,244067.54444444444,0.8705814814814815,0.0598617703703703,0.2928944444444445,-8.776311111111113,0.0871303703703703,128.25753703703705,0.6899703703703703,60.27777777777778,7,4
1,marathi pop,0.278,0.7440000000000001,309640.0,0.7,0.000155,0.068,-7.6629999999999985,0.0376,144.043,0.866,59.0,2,4
0,pinoy traditional,0.64,0.5635,122730.0,0.6983749999999999,0.7633749999999999,0.2282,-12.09625,0.0665999999999999,150.1835,0.78125,13.375,7,5
1,british contemporary classical,0.7721135185185185,0.1928214814814814,243099.7796296297,0.1660759259259259,0.4164230129629629,0.1496618518518518,-26.925553703703702,0.0564077777777777,101.75610185185184,0.1311944444444444,37.47222222222222,11,1
1,australian singer-songwriter,0.40575,0.65475,199223.16666666663,0.5500833333333335,1.1531666666666668e-05,0.2339999999999999,-8.880666666666666,0.0357583333333333,123.23283333333336,0.6295,50.08333333333334,7,2
1,alternative country,0.4071150580061164,0.5425796669270009,249887.8559483778,0.5181552411956074,0.0393726645833564,0.1747228346275166,-10.290235627460508,0.0451604442303254,120.26777292129756,0.5137621412515364,42.85791917624276,9,2
0,italian mandolin,0.91,0.535,241827.0,0.212,0.93,0.102,-15.831,0.0473,136.382,0.4320000000000001,0.0,4,9
1,taiwan indie,0.6749999999999999,0.5765,260626.5,0.3915,0.21415,0.1285,-11.63,0.05535,143.94149999999996,0.5660000000000001,55.5,7,2
1,korean trap,0.0309279999999999,0.7340000000000001,236647.0,0.7010000000000001,4.085e-06,0.202,-5.3055,0.1661,129.04,0.3395,61.0,1,4
0,samba-rock,0.5740419047619048,0.572495238095238,206784.2285714285,0.6626628571428571,0.0178514272380952,0.1589337142857143,-8.095731428571428,0.0545603809523809,111.31270476190473,0.7150190476190474,41.70857142857143,7,0
1,southern metal,0.0049350125,0.4317083333333333,248476.66666666663,0.856875,0.2739338208333333,0.2312666666666667,-4.955708333333332,0.06905,118.73270833333332,0.4275833333333333,45.125,7,8
1,alberta country,0.2077672619047618,0.5939916666666667,206540.95,0.7349738095238095,1.958528571428572e-05,0.2258033333333333,-6.57517619047619,0.0557580952380952,113.51413095238097,0.5968142857142856,51.49047619047619,4,4
1,lilith,0.420840480136627,0.5456015126717405,237318.0359305325,0.4960642982041723,0.0264920207088261,0.1734271872738064,-9.971584201295215,0.0485105159086132,119.6514605533382,0.4498006478940907,45.22811927006301,9,2
0,russian rock,0.4341818308080808,0.5117607323232324,241356.49431818177,0.4856133838383839,0.0202526751262626,0.1843405934343434,-10.77162184343434,0.0558008207070707,114.4648813131313,0.4922285353535353,45.13888888888889,7,0
0,uk diy punk,0.000209,0.452,209598.0,0.937,3.61e-06,0.606,-3.346,0.161,164.032,0.604,77.0,1,6
1,australian underground hip hop,0.3323333333333333,0.535,239449.0,0.7776666666666666,0.0,0.422,-5.503999999999998,0.2144,115.03433333333334,0.481,56.66666666666666,0,4
0,arab groove,0.4122283333333333,0.5436666666666666,212859.16666666663,0.4224166666666667,0.4692515625,0.1904166666666666,-12.97525,0.0346416666666666,111.64358333333334,0.5035,38.833333333333336,10,0
1,jazz drums,0.6759655301923332,0.4850793027323061,314593.96066140657,0.3458471595020723,0.3779386706943022,0.1985533110645862,-16.091086404246752,0.0566234290943109,110.79546637000686,0.4436031574194972,23.90592201422241,5,9
1,quran,0.9635,0.4455,120138.0,0.22425,0.00017775,0.23425,-8.57725,0.14515,127.447,0.534,28.0,10,5
1,classic girl group,0.5676368056983718,0.5735983979381717,171328.06109345224,0.5356850487966376,0.0800070528530162,0.2082038729046186,-8.934626313883449,0.067056349552049,116.897019340573,0.6366064998496105,35.98150230228236,9,2
1,nightcore,0.23005,0.6124999999999999,174010.5,0.8165,0.061265,0.16695,-6.042000000000001,0.0732,170.734,0.515,58.0,5,8
1,21st century classical,0.9793333333333332,0.1628833333333333,160297.66666666663,0.0713166666666666,0.60683367,0.3616,-31.514333333333337,0.0405666666666666,75.3365,0.1037833333333333,27.83333333333333,6,1
1,swedish dancehall,0.1424666666666666,0.8393333333333333,214656.66666666663,0.7116666666666668,2.439333333333333e-05,0.1250666666666667,-6.135999999999999,0.0803333333333333,106.69966666666666,0.8393333333333333,70.0,6,4
0,black 'n' roll,0.0066512833333333,0.1856666666666666,416115.66666666674,0.9123333333333332,0.1517396666666667,0.2269999999999999,-5.176,0.1086666666666666,140.60033333333334,0.1105666666666666,43.33333333333334,7,8
1,corridos cristianos,0.13,0.8809999999999999,221179.0,0.741,5.76e-05,0.0844,-3.995,0.0688,100.041,0.75,36.0,10,2
1,dutch classical piano,0.9851666666666666,0.295,307138.0,0.01155,0.957,0.0860833333333333,-29.58316666666667,0.04745,110.42166666666668,0.0959666666666666,10.5,5,1
1,christian hip hop,0.1263142824074074,0.7011714814814815,247535.4361111111,0.7841875925925925,0.0337337218129629,0.2100725185185185,-5.521925185185187,0.1484332314814815,129.32635425925926,0.6045612037037037,51.88074074074074,1,4
1,dreamo,0.1460880517938127,0.473737309685779,229022.65955620332,0.7643864350502108,0.0479791717698412,0.2409654850988014,-6.2622077988338205,0.0566783179462261,129.73112843375444,0.4815128166504695,45.60783122772919,11,2
1,bounce,0.1253680491486068,0.7893916795665635,259473.9238390093,0.7602883126934985,0.0005312892260061,0.2122583823529412,-5.810721633126935,0.1842065092879257,128.52405344427245,0.6080890479876161,44.85193498452013,7,4
1,chinese classical piano,0.9805,0.3080555555555555,228447.6111111111,0.0426149999999999,0.9518888888888888,0.0739,-32.135444444444445,0.0440777777777777,87.3185,0.1084722222222222,54.5,2,1
0,funana,0.0946516666666666,0.8574999999999999,245171.0,0.6434166666666667,0.1237035,0.2481333333333333,-9.874333333333333,0.10985,103.93833333333332,0.8697500000000002,47.5,11,0
1,icelandic pop,0.4533523650726676,0.4930368635724332,321676.518002813,0.3963250820440695,0.2231950118530238,0.2619075773558369,-11.771830907172994,0.0393716268166901,116.28173922878574,0.2176076629160806,46.16721753398968,7,3
1,canadian hardcore,0.0037988888888888,0.408,281733.33333333326,0.8871111111111111,0.1939784555555556,0.1764444444444444,-7.114111111111112,0.0701333333333333,105.38233333333334,0.4582222222222223,42.22222222222222,11,2
1,new jack swing,0.2229028770703389,0.6782299839094014,284509.03693458764,0.5644153400750612,0.0113223047328851,0.161569294021881,-9.336981166202632,0.0741198534195641,116.42076650052344,0.5713643128239082,41.38927659975997,11,2
1,post-post-hardcore,0.0746672222222222,0.5018333333333334,228668.22222222228,0.9163333333333332,0.0006606111111111,0.2444444444444445,-4.928277777777779,0.0825722222222222,134.57161111111114,0.3871111111111111,31.88888888888889,10,8
1,nu skool breaks,0.0542166666666666,0.6207878787878788,300169.2424242425,0.8256060606060607,0.4509063636363637,0.3666424242424242,-7.158666666666666,0.0942424242424242,115.26039393939396,0.3614848484848485,50.42424242424243,10,2
1,musica andina colombiana,0.2676260869565218,0.769304347826087,227693.7391304348,0.592391304347826,0.0048125069565217,0.0920652173913043,-7.851608695652174,0.1068782608695652,109.58760869565216,0.9251304347826084,43.08695652173913,0,4
0,go-go,0.0934766666666666,0.6365,326288.16666666674,0.8386666666666667,0.0673398333333333,0.2767666666666666,-9.926833333333336,0.0809333333333333,130.96416666666667,0.8153333333333336,35.166666666666664,5,0
1,electronic djent,0.03820125,0.51025,273960.25,0.6409999999999999,0.81975,0.16625,-9.0915,0.06715,130.52525,0.1455,60.25,2,3
1,guaracha,0.00903,0.745,189818.0,0.972,0.465,0.297,-3.506,0.0774,128.031,0.556,77.0,7,4
1,early modern classical,0.8969316031552653,0.3045850962626793,263933.55709342106,0.2000832338291835,0.5762437349517192,0.1757319452768827,-19.90472150194144,0.0518819646118218,104.3893517268158,0.2074079396804263,9.10661246524032,7,9
1,deep full on,0.00019234,0.6354000000000001,472583.0,0.9198,0.8438000000000001,0.13688,-6.7246,0.0448,144.79760000000005,0.2856,0.0,1,8
1,marching band,0.8465454545454546,0.4638181818181818,207410.81818181815,0.4505454545454546,0.6311832163636364,0.211,-14.037272727272727,0.0441363636363636,119.18154545454546,0.5012727272727272,12.0,8,5
1,organic ambient,0.8640000000000001,0.59,392072.0,0.392,0.8909999999999999,0.185,-15.72,0.0341,126.283,0.259,33.0,7,9
1,indie electronica,0.3926,0.6579999999999999,378020.0,0.423,0.926,0.2025,-14.425,0.0629,91.005,0.3535,39.0,11,9
1,dabke,0.9058285714285712,0.4288285714285714,243900.4285714285,0.2571428571428571,0.0795579411428571,0.3254142857142859,-11.645314285714283,0.0439885714285714,99.61182857142856,0.4021714285714285,24.142857142857142,0,3
1,bajki,0.952,0.563,118187.0,0.2251,0.00131305,0.106,-13.48,0.03975,148.9555,0.453,50.0,11,5
1,tajik pop,0.991,0.789,209717.0,0.335,0.0085799999999999,0.189,-8.478,0.0948,101.549,0.847,0.0,5,5
1,hungarian classical performance,0.9130873426138127,0.2682092323798205,284690.582682568,0.1248850642984466,0.6187592517300103,0.1683434545030133,-22.85314755397109,0.0480010391025097,96.19102520654728,0.1959503236142942,37.68033981269278,7,1
1,western americana,0.4636388888888889,0.5215833333333333,246936.19444444447,0.4291388888888889,0.0019837888888888,0.1040138888888888,-10.47652777777778,0.0378444444444444,121.06894444444444,0.5145555555555554,46.97222222222222,11,2
1,bachata,0.3364129261746941,0.7739951804134322,240030.0010567601,0.6314427518951106,0.0431992791608341,0.1486405155774342,-6.679586300709798,0.0480750998844692,127.73571833038378,0.8091067343951748,48.15279326049078,9,2
1,country road,0.2385715593091865,0.5804152928520728,220442.7783233272,0.6571183738954778,0.0187267310581701,0.1816143402013136,-6.881845711283293,0.0498798082282847,124.8791873879074,0.5363711924016905,49.196370582739455,7,2
0,nordic folk,0.2379777777777778,0.4841111111111111,346794.11111111107,0.4646666666666667,0.5154422222222222,0.1992222222222221,-12.611222222222226,0.0352444444444444,110.04655555555556,0.2621666666666666,52.44444444444446,7,0
1,ska chileno,0.075095,0.6482,300500.7,0.7432,0.00326197,0.1227299999999999,-7.903999999999999,0.06408,136.2655,0.6569999999999998,53.6,11,2
1,emocore,0.0020418333333333,0.333,186985.5,0.9068333333333332,0.2310459025,0.2630999999999999,-6.376666666666666,0.069825,116.38225,0.3691666666666665,32.916666666666664,7,8
1,musica tradicional cubana,0.7036013457294339,0.6244613897342904,214587.2538344364,0.4693366853477801,0.1582350169858077,0.1596735492207824,-10.825007219922709,0.0611171230928174,113.65495969469724,0.7603687149859943,24.10640729118552,7,5
1,alternative americana,0.3482192708333333,0.493904513888889,224527.29861111112,0.4982638888888888,0.1712250775694444,0.1912529513888888,-9.79526736111111,0.0469487847222222,125.1544184027778,0.4446961805555555,49.82291666666666,7,2
1,manitoba indie,0.5049213333333333,0.4652666666666667,210029.26666666672,0.4393306666666668,0.0018453253333333,0.1576266666666666,-10.480666666666666,0.0474133333333333,133.96433333333334,0.3325333333333334,44.0,11,2
1,singaporean mandopop,0.6295128205128205,0.5595138888888889,278020.7083333334,0.5075331196581195,1.6563888888888891e-06,0.1556143162393162,-7.421941239316241,0.032526923076923,123.36809081196584,0.3261570512820513,53.636752136752136,1,3
1,future funk,0.1303747024553571,0.6146205357142858,206562.0602678572,0.719515625,0.220235444375,0.1884904017857142,-7.230973214285713,0.1144459821428571,113.97113392857143,0.480965625,55.89285714285714,10,2
1,la indie,0.2366308043235994,0.5907050506350343,230989.3794031072,0.6399574432768879,0.0862452153194017,0.1466064007887537,-7.160549401379304,0.0422565050747485,120.72917694609012,0.5073507305908206,54.0620268559811,7,2
1,christian hard rock,0.0276485,0.4602777777777778,210689.05555555556,0.9016111111111108,2.1177777777777783e-06,0.1833777777777777,-4.517666666666667,0.0574666666666666,128.58238888888891,0.4305555555555556,50.83333333333334,5,8
1,northern irish indie,0.02028384,0.5526666666666665,209353.8,0.8,0.0268037386666666,0.1664733333333333,-5.197200000000001,0.0855733333333333,138.5288,0.5765333333333335,52.53333333333333,2,4
1,japanese instrumental,0.7668869047619048,0.4725357142857143,229553.68650793648,0.3568045634920634,0.4172753675396825,0.147425992063492,-12.003565476190474,0.0376220238095238,134.531246031746,0.3583611111111111,42.0515873015873,5,3
1,brass ensemble,0.983426086956522,0.3879331186258722,173786.37241009125,0.2094876113794954,0.8300018647342995,0.1669907246376811,-15.874398604401502,0.0538142351046699,97.95686086956523,0.4257023939881912,9.239613526570048,5,9
0,folklore boliviano,0.5100000000000001,0.6533333333333334,274048.0,0.7076666666666666,3.364e-05,0.1290666666666666,-10.515,0.1058666666666666,136.189,0.68,48.0,10,0
1,classic italian pop,0.6118954317175492,0.5020506511316775,227617.16968356332,0.4108351044903545,0.0506976683880626,0.1923097712420718,-11.833143954987106,0.0556390230760816,119.2434483971048,0.5142768033060648,34.963343779398016,9,5
1,outsider,0.4721261438452851,0.5189158852017549,199173.21550782543,0.4746808501281328,0.180441019278533,0.159354549454169,-13.034915128748064,0.1032069846747455,123.4931035949195,0.5472784740114957,30.703712917517272,2,3
1,russian choir,0.9543333333333334,0.228,224146.16666666663,0.1354666666666666,0.6831666666666667,0.1058333333333333,-28.49383333333334,0.0405166666666666,122.83033333333331,0.1724166666666666,31.83333333333333,6,1
0,outsider house,0.5181330578512398,0.4506780991735537,394600.40909090906,0.3622561983471075,0.7232775957024793,0.1200752066115702,-13.843280991735542,0.0420115702479338,113.4624090909091,0.233690909090909,34.18181818181818,8,9
1,nu disco,0.16286375,0.7412500000000002,285757.75,0.7073560606060607,0.1939377598863636,0.2063704545454545,-7.043541666666669,0.0608128787878788,117.72420075757576,0.5965272727272727,54.09090909090908,1,4
1,calming instrumental,0.8006906697638404,0.4412024003097175,198800.71885404567,0.2240966724738676,0.7426447783313976,0.1168169686411149,-19.81881560201316,0.0592687340301974,115.39941637630665,0.2931707317073171,54.43492063492064,7,9
1,instrumental funk,0.3012511305279589,0.6279604969456998,259509.63557118757,0.5503338620444407,0.3866319432332673,0.12677303935799,-10.958947659395498,0.0612566219762597,104.14524191315628,0.6066167257352802,40.1307255950885,0,3
1,ebm,0.0295742678714927,0.6200974466891134,296986.8655723905,0.7626191358024691,0.4509578397306396,0.2788940404040404,-10.05773092031425,0.0675995202020202,126.22476254208752,0.4852825476992144,34.51565656565656,7,2
1,experimental vocal,0.6789238904641349,0.5700016877637132,330709.9924050633,0.2853698143459916,0.3838908721687764,0.115807805907173,-17.374817299578062,0.0438242616033755,106.54704894514768,0.3542034599156118,44.17932489451477,6,9
1,mambo,0.6566371578827292,0.600438724746876,199446.41028977852,0.5712336666866934,0.3064730456479042,0.1792382263062711,-9.545076998670051,0.0582507281021206,119.0691688413572,0.7272083409595129,21.189022389452813,7,5
1,easycore,0.1204724409523809,0.5496571428571427,184764.2285714286,0.9196666666666664,0.0025860371428571,0.2165838095238094,-3.9774285714285713,0.1317380952380952,126.5775904761905,0.5672761904761904,45.59047619047619,8,4
1,classic italian folk pop,0.9178693438914028,0.4124185206133735,186323.22354198087,0.2051800653594771,0.175102416899824,0.2480480989190548,-15.031081416540973,0.0419405982905982,102.09357981397687,0.4455915975364505,6.271524635495225,10,5
1,melodic metalcore,0.0683611178737267,0.4175634465158457,233217.19138333705,0.8845257001568169,0.0901082132234038,0.2222954002904524,-5.1360112666666415,0.1160039562491757,126.3978002762626,0.3052104274622976,46.34047254910077,7,8
0,norwegian death metal,0.0066512833333333,0.1856666666666666,416115.66666666674,0.9123333333333332,0.1517396666666667,0.2269999999999999,-5.176,0.1086666666666666,140.60033333333334,0.1105666666666666,43.33333333333334,7,8
1,soca,0.1616699136904761,0.7244847470238098,226395.74627976192,0.6957220982142853,0.0087377983854166,0.1496286458333333,-6.860876860119048,0.1688355654761904,120.1278050595238,0.7730989583333335,46.90699404761904,5,4
0,okc indie,0.1318047965811966,0.4243504273504273,333178.95726495725,0.453094017094017,0.1079735521367521,0.2156153846153846,-12.348247863247863,0.0465649572649572,141.85684615384616,0.5384273504273503,36.5897435897436,8,0
1,psychedelic doom,0.059968238125,0.30550625,347691.1875,0.7418125,0.6558653125,0.15213125,-8.5719375,0.05741875,117.1611875,0.334875,43.0625,1,3
1,ambient idm,0.4775,0.3505,364264.0,0.5794999999999999,0.46250715,0.1205,-10.509999999999998,0.0575,150.4915,0.2385,54.0,8,8
1,keroncong,0.8959999999999999,0.3735,165780.0,0.278,2.545e-05,0.2145,-13.6345,0.03595,132.27250000000004,0.56,16.0,2,5
0,korean classical performance,0.9130952380952382,0.3131690476190476,305278.5714285714,0.1228166666666666,0.6104451428571428,0.1222119047619047,-25.581880952380956,0.0627190476190476,91.1592619047619,0.2238309523809524,46.83333333333333,9,1
1,background music,0.8894077777777775,0.2581319444444444,184549.44675925927,0.1113050694444444,0.8253185441203703,0.1274606481481481,-25.691812500000008,0.0442287037037037,87.01200231481482,0.1336537037037037,61.71527777777778,7,1
1,ukrainian choir,0.922,0.292,642573.0,0.246,0.525,0.107,-14.96,0.0385,109.766,0.0859,49.0,2,9
1,chicago indie,0.1663421353443941,0.530774761186526,211891.383006536,0.6785253544494723,0.1262529030354449,0.1982682704876822,-7.748312242332831,0.0768721266968325,126.75564489693312,0.512121923076923,50.20268979386626,2,3
1,salsa,0.5444140651786988,0.6430070523101252,285627.2694639461,0.6538115731348023,0.0428151791094836,0.1884289847881347,-8.087019817725878,0.0531371863378108,115.7694865058546,0.8276510227063367,40.3118387491061,7,2
1,french jazz,0.7146631386260799,0.5492243685726039,218631.4868353216,0.3692746408885231,0.4460709224386398,0.1766280087755382,-13.70608209241739,0.0555470486768133,113.66785338955162,0.55724552104758,22.09053201700261,7,5
1,vapor soul,0.298181138688238,0.6182351052232441,224904.7883095817,0.5707808823374516,0.0730513196901971,0.1690152844398099,-8.155707619468933,0.077797104069896,111.7516307643695,0.4014023512497235,58.78218525189328,8,2
